pmid,doi,source,title,abstract,journal,publication_date,first_author,authors,disease_subtype,treatment_area,publication_type,evidence_level,ma_relevance,why_it_matters_for_ma,retrieved_at
36526009,10.1016/j.jim.2022.113406,pubmed,Fit-for-purpose validation of a drug-tolerant immunogenicity assay for a human mAb drug in animal safety studies.,"A modified biotin-drug extraction and acid dissociation (BEAD) immunogenicity assay was developed to detect anti-drug-antibodies (ADA) against the human anti-FXIIa monoclonal antibody (mAb) drug, Garadacimab (previously called CSL312). Multiple strategies were tested to optimize the signal-to-background (S/B) ratio, assay sensitivity and the drug tolerance. The modified BEAD assay was found to be highly drug tolerant (>500 μg/ml) with a sensitivity of 100 ng/ml, in line with current FDA regulatory guidelines. The assay was validated for use in a repeat-dose animal safety study and showed an acceptable intra-assay precision and robustness but a lower inter-assay precision. In-study sample analysis confirmed that the assay was fit-for-purpose (FFP) for the context-of-use (COU) in the nonclinical study and the results obtained were deemed meaningful.",J Immunol Methods,2023-01-01,Goyal A,Goyal A; Hauswald M; McCallum H; Hoebarth G; Feussner A,unspecified HAE,guidelines,guideline/consensus,high,high,HAEの診療ガイドライン・コンセンサス文書として、標準治療の推奨根拠を示す参照資料となりえます。,2026-04-18T15:27:04Z
36515257,10.23822/EurAnnACI.1764-1489.278,pubmed,Hereditary angioedema: 24 years of experience in a Portuguese reference center.,"Background.Hereditary angioedema (HAE) poses a high burden of disease, being its epidemiological and clinical data heterogeneous among countries, with no recent published studies concerning Portuguese patients. Therefore, we aimed to raise awareness of HAE and to contribute to clinical knowledge. Methods. An observational, descriptive, retrospective, and cross-sectional study was performed, that included a cohort of 126 patients followed in a single Portuguese Center. Results. We observed a high prevalence of HAE-C1-INH type II (45.2% of patients). Most HAE patients (67.4%) presented the initial manifestations of the disease before adulthood, at a mean age of 12.6 ± 8.4 years. However, we found a long delay in HAE diagnosis, especially in those without family history (mean 20.7 ± 17.3 years). Stress was the most common trigger, followed by trauma and infection. Symptoms involving different systems were increasingly reported with increased disease duration. Cutaneous symptoms (95.0%) were more frequent, followed by gastrointestinal (80.7%), and respiratory symptoms (50.4%). HAE symptoms led to abdominal surgery in 22 (17.5%) patients and induced laryngeal edema requiring intubation/tracheostomy in 8 (6.3%) patients. Most patients were under long-term prophylaxis, mainly with attenuated androgens (62.7% of patients). Conclusions. The correct distinction between HAE and other common causes of angioedema is critical, allowing reduction of diagnostic delay, improvement of adequate management, and ultimately improving outcomes and quality of life of HAE patients.",Eur Ann Allergy Clin Immunol,2024-09-01,Varandas C,Varandas C; Esteves Caldeira L; Silva SL; Costa C; Limão R; Silva MI; Lopes A; Caiado J; Cosme J; Alonso E; Marcelino J; Cabral Duarte F; Fernandes NP; Neto M; Pedro E; Branco Ferreira M; Spínola Santos A,HAE type 1/2,long-term prophylaxis,RWE/observational,medium,medium,C1-INH欠乏型HAEの治療実態を示すリアルワールドデータとして、payer対応や医療資源活用の根拠として有用な可能性があります。,2026-04-18T15:27:04Z
36510404,10.1111/all.15620,pubmed,Lanadelumab for the prevention of hereditary angioedema attacks: A real-world UK audit.,,Allergy,2023-05-01,Dorr AD,Dorr AD; Chopra C; Coulter TI; Dempster J; Dziadzio M; El-Shanawany T; Garcez T; Gompels M; Herriot R; Jain R; Levi M; Lorenzo L; Makki I; Mapazire E; Murng SHK; Noorani S; Savic S; Steele CL; Symons C; Tarzi M; Yong PFK; Kiani-Alikhan S,unspecified HAE,long-term prophylaxis,unknown,unknown,medium,HAEの長期予防に関する文献として（論文種別は手動確認が必要）、MA活動でのパイプライン・エビデンス把握に活用できる可能性があります。,2026-04-18T15:27:04Z
36408587,10.1080/1744666X.2023.2150611,pubmed,A review of berotralstat for the treatment of hereditary angioedema.,"INTRODUCTION: Hereditary angioedema due to C1-inhibitor deficiency (C1-INH-HAE) imposes a significant disease burden on patients and their families. Unpredictable episodes of angioedema, which can lead to life-threatening conditions, have a significant impact on the quality of life of the patient. The fundamental aim of the treatment of C1-INH-HAE is to ensure that patients can lead a normal life. The most effective way to do this is to prevent the onset of angioedema attacks. AREAS COVERED: This review gives a brief overview of the safety and efficacy of the oral kallikrein inhibitor berotralstat in C1-INH-HAE disease. It provides a comprehensive synopsis of the results of the first clinical trials with a targeted oral kallikrein inhibitor (APeX-1 [NCT02870972]; ZENITH-1 [NCT03240133]; APeX-2 [NCT03485911]; APeX-S [NCT03472040]; APeX-J [NCT03873116]), reviewing evidence on the efficacy and safety of the drug, and placing berotralstat on the spectrum of long-term prophylactic therapeutic options. EXPERT OPINION: The availability of the first targeted oral prophylactic drug, the kallikrein inhibitor berotralstat, in 2021, is a milestone in the treatment of patients with hereditary angioedema.",Expert Rev Clin Immunol,2023-02-01,Farkas H,Farkas H; Balla Z,HAE type 1/2,long-term prophylaxis,unknown,unknown,medium,C1-INH欠乏型HAEの長期予防に関する文献として（論文種別は手動確認が必要）、MA活動でのパイプライン・エビデンス把握に活用できる可能性があります。,2026-04-18T15:27:04Z
36379410,10.1016/j.jaip.2022.10.041,pubmed,Efficacy of lanadelumab in angioedema due to acquired C1 inhibitor deficiency.,,J Allergy Clin Immunol Pract,2023-03-01,Suffritti C,Suffritti C; Sartorio S; Berra S; Janu VP; Caccia S; Zanichelli A,HAE type 1/2,long-term prophylaxis,unknown,unknown,medium,C1-INH欠乏型HAEの長期予防に関する文献として（論文種別は手動確認が必要）、MA活動でのパイプライン・エビデンス把握に活用できる可能性があります。,2026-04-18T15:27:04Z
36335410,10.2500/aap.2022.43.220069,pubmed,Positive perception of COVID-19 vaccination in HAE: No significant impact of vaccination on disease course.,"Background: There are some adverse effects with coronavirus disease 2019 (COVID-19) vaccines, but the impact of COVID-19 vaccination on attacks in hereditary angioedema (HAE) is not well defined. Objective: We aimed to investigate the influence of COVID-19 vaccination on the course of HAE. Method: The COVID-19 vaccination status was determined in 140 adult patients with HAE. The number and severity of attacks recorded from patients' diaries were evaluated at four different periods, comprising 1 month before the first dose, the period between the first and the second doses of COVID-19 vaccine in all the patients, the period between the second dose and the third doses in those who received three doses, and 1 month after the last vaccination dose. The disease and attack severities were assessed with the disease severity score (DSS) and 10-point visual analog scale, respectively. The patients were divided into two main groups as group 1 (those who had at least two doses of COVID-19 vaccines [n = 114]) and group 2 (those who had no vaccination [n = 26]). Only Sinovac and Biontech, which were only approved in Turkey. Results: The mean ± standard deviation DSS was significantly higher in the patients who experienced an attack after vaccination within 48 hours (6.61 ± 1.88 versus 4.14 ± 1.69; p < 0.001). Long-term prophylaxis was less common in the patients with an increased number of attacks (n = 5 (27.8%) versus n = 54 (56.3%); p = 0.027). The number of patients with less than a high school education was higher in group 2 (n = 23 [88.5%]) than in group 1 (n = 26 [3.1%]) (p < 0.001). The number of patients who had concerns about the triggering of a vaccine-induced HAE attack or about the possible vaccine adverse effects was higher in group 2 (n = 26 [100%]) than in group 1 (n = 74 [64.9%]). Conclusion: It seems that COVID-19 vaccination does not increase HAE attacks regardless of the type of the vaccines. We recommend that HAE activity should be under control before COVID-19 vaccination, and the patients should be well informed about the safety of the vaccines.",Allergy Asthma Proc,2022-11-01,Oztop N,Oztop N; Demir S; Toprak ID; Unal D; Gelincik A,unspecified HAE,long-term prophylaxis,unknown,unknown,medium,HAEの長期予防に関する文献として（論文種別は手動確認が必要）、MA活動でのパイプライン・エビデンス把握に活用できる可能性があります。,2026-04-18T15:27:04Z
36301749,10.1684/ejd.2022.4272,pubmed,Patients with hereditary angioedema and their treatment patterns in Germany: a Delphi consensus study.,"BACKGROUND: Little is known about how many patients with hereditary angioedema due to C1 inhibitor deficiency (HAE-C1-INH) receive on-demand and/or prophylactic treatment and what their clinical features are. Here, we estimated, using Delphi-based consensus, prevalence and treatment patterns in Germany as well as patient features linked to long-term prophylaxis. MATERIALS & METHODS: Eight experts, who together treat approximately 75% of all German HAE-C1-INH patients, participated in a classic, two-round Delphi survey. Consensus was defined as agreement between at least 75% of participants. RESULTS: Experts agreed that an estimated 1,350 patients in Germany have HAE-C1-INH, i.e. 1.62 per 100,000. One in four patients was estimated to receive long-term prophylaxis. Patient features linked to the use of prophylactic treatment included reduced quality of life, frequent swellings and swellings that affect the upper airways, and >two attacks per month. CONCLUSION: The rate of prophylactic treatment in Germany is low, but is expected to increase. The level of disease activity and its impact and control are and should be considered in the choice for prophylactic treatment.",Eur J Dermatol,2022-07-01,Martinez-Saguer I,Martinez-Saguer I; Dominas N; Straben U; Greve J; Brehler R; Magerl M; Knipps LM; Knop J; Flemming A; Schubert T; Maurer M,HAE type 1/2,acute treatment,unknown,unknown,medium,C1-INH欠乏型HAEの急性発作治療に関する文献として（論文種別は手動確認が必要）、治療選択の補足的根拠として活用できる可能性があります。,2026-04-18T15:27:04Z
36286679,10.26442/00403660.2021.12.201294,pubmed,[The place of scales and questionnaires in assessing the disease's severity and the long-term prophylaxis's prescribing in patients with hereditary angioedema].,"Hereditary angioedema is a hereditary life-threatening disease characterized by recurrent angioedema of various strength and localization. To date, definite diseases severity criteria have not been developed. There are many different factors to consider not only the frequency of episodes, but also their duration, strength, influence on the patient's appearance, the severity of the pain syndrome. Disease related quality of life, the number of work disability days, and the patient's satisfaction with the prescribed treatment are important. In addition, there are no criteria for prescribing long-term prophylaxis, and no parameters for choosing a specific drug. The introduction of specific scales and questionnaires developed to assess such characteristics as disease activity, disease control, quality of life in patients with recurrent angioedema into clinical practice seems to be the best solution for both questions. The comprehensive understanding of the diseases severity in a particular patient can be carried out with the combined use of assessment tools.",Ter Arkh,2021-12-15,Manto IA,Manto IA; Latysheva EA; Sorokina LE; Latysheva TV,unspecified HAE,long-term prophylaxis,unknown,unknown,medium,HAEの長期予防に関する文献として（論文種別は手動確認が必要）、MA活動でのパイプライン・エビデンス把握に活用できる可能性があります。,2026-04-18T15:27:04Z
36208543,10.1016/j.bmc.2022.117035,pubmed,Discovery and optimization of orally bioavailable and potent plasma Kallikrein inhibitors bearing a quaternary carbon.,"Hereditary angioedema (HAE) is a rare and potentially life-threatening disease that affects an estimated 1 in 50,000 individuals worldwide. Berotralstat (BCX7353) is the only small molecule approved by the US Food and Drug Administration (FDA) for the prophylactic treatment of HAE attacks in patients 12 years and older. During the discovery of BCX7353, we also identified a novel series of small molecules containing a quaternary carbon as potent and orally bioavailable Plasma Kallikrein (PKal) inhibitors. Lead compound was identified as a potent inhibitor following a detailed lead optimization process that balanced the lipophilic efficiency (LipE) and pharmacokinetic (PK) profile.",Bioorg Med Chem,2022-11-01,Zhang W,Zhang W; Vadlakonda S; Wu M; Chintareddy V; Vogeti LN; Juarez L; Muppa S; Parker C; Kellogg-Yelder D; Williams J; Polach K; Chen X; Raman K; Babu YS; Kotian P,unspecified HAE,long-term prophylaxis,unknown,unknown,medium,HAEの長期予防に関する文献として（論文種別は手動確認が必要）、MA活動でのパイプライン・エビデンス把握に活用できる可能性があります。,2026-04-18T15:27:04Z
36153561,10.1186/s13223-022-00721-y,pubmed,Effectiveness and safety of lanadelumab in ethnic and racial minority subgroups of patients with hereditary angioedema: results from phase 3 studies.,"BACKGROUND: The COVID-19 pandemic has highlighted disparities in healthcare, particularly in the United States, even though disparities have existed since the organization of the modern healthcare system. Recruitment of patients from racial and ethnic minority groups is often minimal in phase 3 clinical trials, and is further exacerbated in the case of trials for rare diseases such as hereditary angioedema (HAE). This can lead to a gap in the understanding of minority patients' experiences with these diseases and their response to potential treatment options. METHODS: We reviewed data from phase 3 double-blind (HELP) and open-label extension (HELP OLE) trials of lanadelumab, a monoclonal antibody developed for long-term prophylaxis against attacks of HAE. Efficacy (attack rate reduction) and safety (adverse events) results from White patients were compared descriptively to those from Hispanic/Latino patients, Black/African Americans, and other minority Americans. RESULTS: Not surprisingly, few minorities were recruited across both studies: 9.5% Black, 2.4% Asian, and 7.1% Hispanic/Latino versus 88.1% White and 91.7% non-Hispanic/non-Latino received lanadelumab in HELP, and 4.7% Black, 0.9% Asian, 0.9% other, and 6.1% Hispanic/Latino versus 93.4% White and 93.4% non-Hispanic/non-Latino were enrolled in HELP OLE. Although these studies were conducted in the United States, Canada, Europe, and Jordan, all minorities were from the United States. Despite the number of minority patients being far less than expected for the population, there was no evidence that either efficacy or adverse event profiles differed between ethnic or racial groups. CONCLUSIONS: The HELP and HELP OLE studies described herein recruited far fewer minorities than would be ideal to represent these populations. However, evidence suggests that the effectiveness and tolerance of lanadelumab are similar between the groups. Nonetheless, the disparity in recruitment into research for minorities has significant room for improvement. Trial registration NCT02586805, registered 26 October 2015, https://clinicaltrials.gov/ct2/show/record/NCT02586805 . NCT02741596, registered 18 April 2016, https://clinicaltrials.gov/ct2/show/NCT02741596 .",Allergy Asthma Clin Immunol,2022-09-24,Craig TJ,Craig TJ; Zaragoza-Urdaz RH; Li HH; Yu M; Ren H; Juethner S; Anderson J; HELP and HELP OLE Study Investigators,unspecified HAE,long-term prophylaxis,OLE/extension,medium,medium,HAEの治療に関する延長試験として、長期安全性・持続的有効性の訴求資料として活用できる可能性があります。,2026-04-18T15:27:04Z
36065112,10.2500/aap.2022.43.220052,pubmed,Management of pediatric hereditary angioedema types 1 and 2: A search for international consensus.,"Background: The management of hereditary angioedema has rapidly changed over the past decade. With these changes there has been increased recognition of the unique challenges of diagnosing and managing hereditary angioedema in pediatric populations. The objective of this review was to identify and compare recently published consensus guidelines for the management of hereditary angioedema types 1 and 2 to identify areas of agreement and conflict. Methods: A MEDLINE database search was performed to identify guidelines that offered guidance on diagnosing or managing hereditary angioedema in pediatric populations. A limitation was placed on guidelines published in the past 5 years to reflect the most recent literature. Results: Six clinical practice guidelines were included in the analysis. Early detection of disease status, coordination with specialists, and empowering patients with self-administered medications are emphasized, with use of plasma derived C1 esterase inhibitor as first line therapy for aborting attacks. The guidelines are shifting away from attenuated androgens and tranexamic acid for long-term prophylaxis toward medications such as subcutaneous C1 esterase inhibitor, lanadelumab, and berotralstat. Conclusion: Although some differences exist based on geographic region and health system where an included guideline was published, they have very minimal differences on close review.",Allergy Asthma Proc,2022-09-01,Norris M,Norris M; Ashoor Z; Craig T,unspecified HAE,guidelines,guideline/consensus,high,high,HAEの診療ガイドライン・コンセンサス文書として、標準治療の推奨根拠を示す参照資料となりえます。,2026-04-18T15:27:04Z
36032509,10.3389/falgy.2022.949387,pubmed,Individual approach to long-term therapy in patients with hereditary angioedema (HAE-C1-INH): A case series.,,Front Allergy,2022-01-01,Andarawewa S,Andarawewa S; Aygören-Pürsün E,HAE type 1/2,other,case report,low,low,C1-INH欠乏型HAEに関する症例報告として、個別の治療経験を共有する参考資料として保持します。,2026-04-18T15:27:04Z
36000819,10.18176/jiaci.0855,pubmed,Use of Concentrated Plasma-Derived Subcutaneous C1 Inhibitor as Long-Term Prophylaxis in an 8-Year- Old Child With Hereditary Angioedema.,,J Investig Allergol Clin Immunol,2023-07-27,Lasa EM,Lasa EM; Herrero L; Martínez S; Arruti N; Oliver P; Joral A,unspecified HAE,long-term prophylaxis,unknown,unknown,medium,HAEの長期予防に関する文献として（論文種別は手動確認が必要）、MA活動でのパイプライン・エビデンス把握に活用できる可能性があります。,2026-04-18T15:27:04Z
35971584,10.1111/ddg.14785_g,pubmed,Behandlung des hereditären Angioödems mit Lanadelumab in der deutschen Versorgungsrealität: Eine Analyse von Verordnungsdaten.,,J Dtsch Dermatol Ges,2022-08-01,Martinez-Saguer I,Martinez-Saguer I; Knop J; Flemming A; Thomann M; Maurer M,unspecified HAE,long-term prophylaxis,unknown,unknown,medium,HAEの長期予防に関する文献として（論文種別は手動確認が必要）、MA活動でのパイプライン・エビデンス把握に活用できる可能性があります。,2026-04-18T15:27:04Z
35958941,10.3389/falgy.2022.818741,pubmed,Real-Life Experience With Subcutaneous Plasma-Derived C1-Inhibitor for Long-Term Prophylaxis in Patients With Hereditary Angioedema: A Case Series.,"Hereditary angioedema due to C1-inhibitor deficiency (C1-INH-HAE) is characterized by swelling attacks that may be even life-threatening. To reduce the frequency of attacks, some patients need a long-term prophylaxis (LTP). In addition to the intravenous administration, plasma-derived C1-inhibitor (pdC1-INH) has been proved effective also if administered subcutaneously at the dose of 120 IU/kg/week. In this case series, we collected from clinical records data about 5 patients with poorly controlled C1-INH-HAE with the registered LTPs or with difficult venous access, referred to the angioedema center in Milano (Italy), who received it at lower doses, i.e., 42.86-65.22 IU/kg/week. All the patients experienced a reduction in the attack rate, ranging from 29.67% to 96.53% compared with a control period with a different LTP or with no LTP. For one patient, the comparison was made with a period when he received s.c. pdC1-INH 2 (with poor outcomes) instead of 3 times a week, which made the patient experience a decrease in the attack rate from 5.26 to 1.12 attacks/month. Observation periods varied between 2.6 and 47.97 months. Two patients reported adverse events, which were localized at the infusion site and mild in severity. In conclusion, subcutaneous pdC1-INH represents an alternative therapeutic choice according to the physician's judgment for selected patients with HAE poorly controlled with registered LTPs. In patients with difficult venous access, in countries where pdC1-INH is not approved for subcutaneous administration, about half the recommended dose may be beneficial, although suboptimal results may be obtained.",Front Allergy,2022-01-01,Zanichelli A,Zanichelli A; Suffritti C; Popescu Janu V; Merlo A; Cogliati C,HAE type 1/2,long-term prophylaxis,case report,low,low,C1-INH欠乏型HAEに関する症例報告として、個別の治療経験を共有する参考資料として保持します。,2026-04-18T15:27:04Z
35913113,10.1111/ddg.14785,pubmed,Real World treatment patterns of hereditary angioedema with lanadelumab in Germany: A prescription data analysis.,,J Dtsch Dermatol Ges,2022-08-01,Martinez-Saguer I,Martinez-Saguer I; Knop J; Flemming A; Thomann M; Maurer M,unspecified HAE,long-term prophylaxis,unknown,unknown,medium,HAEの長期予防に関する文献として（論文種別は手動確認が必要）、MA活動でのパイプライン・エビデンス把握に活用できる可能性があります。,2026-04-18T15:27:04Z
35891672,10.1016/j.waojou.2022.100664,pubmed,Using an extended treatment regimen of lanadelumab in the prophylaxis of hereditary angioedema: a single-centre experience.,"AIM: To explore and compare the efficacy of standard (300 mg every 2 weeks) and extended (300 mg every 4 weeks) dosing regimens of lanadelumab for long-term prophylaxis of hereditary angioedema (HAE). METHODS: We conducted a retrospective chart review of all patients with HAE on lanadelumab, which identified a total of 9 patients: 5 females and 4 males. The median age of patients was 31 years (IQR 20.7). The mean number of attacks per month before starting lanadelumab was 5.9 (SD 6.3). Patients were started on 300 mg of lanadelumab subcutaneously, every 2 weeks (standard group, n = 5) or every 4 weeks (extended group, n = 4). RESULTS: We observed a statistically significant improvement in the number of angioedema attacks per month in all 9 patients (p = 0.007). Five out of 9 patients (56%) achieved complete remission from attacks after starting lanadelumab. The effect of lanadelumab on number of angioedema attacks was significant in both groups; extended group (p = 0.03) and standard group (p = 0.01). CONCLUSION: Lanadelumab is a safe and effective agent for long-term prophylaxis of HAE. An extended dosing regimen was equally effective as prophylaxis compared to a standard regimen. Further studies are needed to compare the 2 regimens in a larger patient group.",World Allergy Organ J,2022-07-01,Abuzakouk M,Abuzakouk M; Ghorab O; Al-Hameli H; Salvo F; Grandon D; Maurer M,unspecified HAE,long-term prophylaxis,unknown,unknown,medium,HAEの長期予防に関する文献として（論文種別は手動確認が必要）、MA活動でのパイプライン・エビデンス把握に活用できる可能性があります。,2026-04-18T15:27:04Z
35868842,10.2500/aap.2022.43.220046,pubmed,Long-term prophylaxis in hereditary angioedema management: Current practices in France and unmet needs.,"Background: Hereditary angioedema (HAE) is characterized by unpredictable and potentially life-threatening attacks of cutaneous and submucosal swelling. Over the past decade, new agents, based on a better understanding of the underlying biologic mechanisms of HAE, have changed the face of long-term prophylaxis (LTP). Objective: The objective was to describe current practices and unmet needs with regard to LTP for HAE in expert centers in France. Methods: The study was conducted in France in 2020. Based on their experience with patients with HAE who had visited their center at least once in the past 3 years, physicians from 25 centers who are expert in the management of HAE were requested to fill in a questionnaire that encapsulated their active patient list, criteria for prescribing LTP, and medications used. They were asked about potential unmet needs with currently available therapies. They were asked to express their expectations with regard to the future of HAE management. Results: Analysis was restricted to 20 centers that had an active patient file and agreed to participate. There were 714 patients with C1 inhibitor (C1-INH) deficiency, of whom 423 (59.2%) were treated with LTP. Altered quality of life triggered the decision to start LTP, as did the frequency and severity of attacks. Ongoing LTP included androgens (28.4%), progestins (25.8%), lanadelumab (25.3%), tranexamic acid (14.2%), intravenous C1-INHs (5.6%), and recombinant C1-INH (0.7%). Twenty-nine percent of the patents with LTP were considered to still have unmet needs. Physicians' concerns varied among therapies: poor tolerability for androgens and progestins, a lack of efficacy for tranexamic acid and progestins, dosage form, and high costs for C1-INHs and lanadelumab. Physicians' expectations encompassed more-efficacious and better-tolerated medications, easier treatment administration for the sake of improved quality of life of patients, and less-expensive therapies. Conclusion: Despite the recent enrichment of the therapeutic armamentarium for LTP, physicians still expressed unmet needs with currently available therapies.",Allergy Asthma Proc,2022-09-22,Bouillet L,Bouillet L; Fain O; Armengol G; Aubineau M; Blanchard-Delaunay C; Dalmas MC; De Moreuil C; Du Thanh A; Gobert D; Guez S; Hoarau C; Jaussaud R; Jeandel PY; Maillard H; Marmion N; Masseau A; Menetrey C; Ollivier Y; Pelletier F; Plu-Bureau G; Sailler L; Vincent D; Bouquillon B; Verdier E; Clerson P; Boccon-Gibod I; Launay D,unspecified HAE,long-term prophylaxis,unknown,unknown,medium,HAEの長期予防に関する文献として（論文種別は手動確認が必要）、MA活動でのパイプライン・エビデンス把握に活用できる可能性があります。,2026-04-18T15:27:04Z
35787344,10.1016/j.alit.2022.06.001,pubmed,Therapeutic monoclonal antibodies with a focus on hereditary angioedema.,"Monoclonal antibodies (mAbs) have been shown to be effective and generally safe across a continually expanding list of therapeutic areas. We describe the advantages and limitations of mAbs as a therapeutic option compared with small molecules. Specifically, we discuss a novel mAb in the treatment of hereditary angioedema (HAE), a rare and potentially life-threatening condition characterized by recurrent unpredictable swelling attacks. HAE is mediated by dysregulation of plasma kallikrein activity leading to overproduction of bradykinin. Current prophylactic treatment for HAE includes androgens or replacement of the endogenous plasma kallikrein inhibitor, C1 inhibitor. However, there remains an unmet need for an effective, less burdensome treatment option. Lanadelumab is a fully human mAb targeting plasma kallikrein. Results from clinical trials, including a pivotal Phase 3 study and its ensuing open-label extension study, demonstrated that lanadelumab is associated with few treatment-related adverse events and reduced the rate of HAE attacks. This novel treatment option has the potential to significantly improve the lives of patients with HAE.",Allergol Int,2023-01-01,Zuraw BL,Zuraw BL; Maurer M; Sexton DJ; Cicardi M,unspecified HAE,long-term prophylaxis,OLE/extension,medium,medium,HAEの治療に関する延長試験として、長期安全性・持続的有効性の訴求資料として活用できる可能性があります。,2026-04-18T15:27:04Z
35726485,10.15586/aei.v50iSP1.535,pubmed,Hereditary angioedema in children and adolescents.,"Hereditary angioedema is a genetic disease with autosomal dominant inheritance and, in most cases, caused by C1 inhibitor deficiency. Patients present with recurrent edema affecting sub-cutaneous and mucus membranes with variable onset and severity. More than 50% of patients may become symptomatic before 10 years of age. Family history can help with the diagnosis; however, approximately 25% of the cases are de novo mutations. Biochemical diagnosis should be delayed until after 1 year of age. Children were often excluded from advances in therapy for hereditary angioedema since most of the new medicines were tested in adults and thus excluded by the Food and Drug Administration (FDA) and other agencies for approval to be used in children. Treatment of attacks is available for the pediatric patient; however, barriers still exist for the use of long-term prophylaxis in young children. © 2022 Codon Publications. Published by Codon Publications.",Allergol Immunopathol (Madr),2022-01-01,Mansour E,Mansour E; Veronez CL; Craig T; Grumach AS,HAE type 1/2,long-term prophylaxis,unknown,unknown,medium,C1-INH欠乏型HAEの長期予防に関する文献として（論文種別は手動確認が必要）、MA活動でのパイプライン・エビデンス把握に活用できる可能性があります。,2026-04-18T15:27:04Z
35592365,10.18773/austprescr.2022.017,pubmed,Lanadelumab for hereditary angioedema.,,Aust Prescr,2022-04-01,,,unspecified HAE,long-term prophylaxis,unknown,unknown,medium,HAEの長期予防に関する文献として（論文種別は手動確認が必要）、MA活動でのパイプライン・エビデンス把握に活用できる可能性があります。,2026-04-18T15:27:04Z
35365234,10.1186/s13223-022-00664-4,pubmed,Long-term prophylaxis with lanadelumab for HAE: authorization for temporary use in France.,"BACKGROUND: Hereditary angioedema (HAE) is associated with a heavy burden of illness. OBJECTIVE: To evaluate use of lanadelumab in a French Authorization for Temporary Use (ATU) program. METHODS: ATU requests were made between October 12, 2018, and March 13, 2019; patients were followed through September 23, 2019. At entry, patients received lanadelumab 300 mg every 2 weeks. HAE attack characteristics were evaluated at day (D) 0 and months (M) 3 and 6. Patients completed the Angioedema Quality of Life (AE-QoL) questionnaire at initiation and monthly and the Angioedema Activity Score questionnaire daily in 28 day cycles (AAS28). RESULTS: In total, 77 patients received ≥ 1 lanadelumab dose; 69 had ≥ 1 quarterly follow-up visit (analyzed population). Mean (standard deviation [SD]) lanadelumab exposure was 240.4 (53.7) days. Lanadelumab dose was modified in 12 patients (mostly to every 4 weeks). For the analyzed population, compared with attacks/month (mean [SD]) within 6 months before ATU (2.68 [2.54]), fewer attacks occurred between initiation and first visit (0.16 [0.42]; P < 0.001) or last visit (0.16 [0.42]; P < 0.001); D15 and last visit (0.15 [0.41]); and D70 and last visit (0.17 [0.70]). AE-QoL total and domain scores were significantly higher at initiation versus M3 and M6; 55% and 65% of patients, respectively, achieved a minimal clinically important difference from D0 to M3 and D0 to M6. Proportion of patients with AAS28 of 0 was higher during M3 (90%) and M6 (83%) than initiation (59%). The most frequently reported adverse events included headache (7.3%) and injection site pain (6.3%). CONCLUSIONS: Lanadelumab reduced attack rates, improved quality of life, and was generally well tolerated.",Allergy Asthma Clin Immunol,2022-04-01,Fain O,Fain O; Du-Thanh A; Gobert D; Launay D; Inhaber N; Boudjemia K; Aubineau M; Sobel A; Boccon-Gibod I; Weiss L; Bouillet L,unspecified HAE,long-term prophylaxis,unknown,unknown,medium,HAEの長期予防に関する文献として（論文種別は手動確認が必要）、MA活動でのパイプライン・エビデンス把握に活用できる可能性があります。,2026-04-18T15:27:04Z
